phi_mid,n,iou_mean,f1_ws,f1_cc
0.07634532261846318,30,0.8319416511406261,0.7831199372876927,0.41597274791824373
0.18591625324382915,30,0.8503443296491359,0.7643989769820971,0.22152395915161036
0.258771837906562,30,0.8524903224095339,0.7491034070531979,0.15881197839960726
0.357322026685877,30,0.859750129482418,0.7128383644204291,0.08606881985391182
0.5017551835436698,30,0.8862206495032654,0.7077490183508294,0.04222998632842169
0.7477746084599055,30,0.9045770262761891,0.6516393442622951,0.016957732219691216
