file,cell_type,phi,hours,n_expert,meanq_expert,meanarea_expert,n_ours,meanq_ours,meanarea_ours,n_conncomp,meanq_conncomp,meanarea_conncomp,n_oursalt,meanq_oursalt,meanarea_oursalt,n_cellpose,meanq_cellpose,meanarea_cellpose
A172_Phase_C7_2_02d00h00m_2.tif,A172,0.830637466537372,48.0,244,4.938494678519376,972.0737704918033,334,4.527217591030184,734.7005988023952,1,6.251622038921502,277.0,208,4.806609521191114,1050.4134615384614,217,4.7258771106988435,1027.2165898617511
A172_Phase_C7_1_02d08h00m_2.tif,A172,0.9320407232025842,56.0,306,4.810591234674789,907.4117647058823,356,4.513347594339033,795.2106741573034,0,,,173,4.795294323556303,1401.9479768786127,222,4.520678690397896,1059.0900900900901
A172_Phase_C7_1_00d08h00m_3.tif,A172,0.18978225893246642,8.0,41,4.992134156171073,1129.6097560975609,81,4.3411598397486255,721.641975308642,14,5.701085967430765,2254.214285714286,58,4.569892658497062,985.9137931034483,55,4.599259731166923,965.6181818181818
A172_Phase_C7_1_01d12h00m_1.tif,A172,0.5175592509833935,36.0,141,4.834783193065616,1064.8936170212767,185,4.535649013522357,859.0486486486486,1,6.040840190333187,1451.0,125,4.8238314752407145,1188.408,126,4.830493990303281,1162.8015873015872
A172_Phase_C7_1_01d20h00m_2.tif,A172,0.6162186472902038,44.0,242,5.034194469571931,795.5123966942149,286,4.49291523906967,731.3216783216783,0,,,163,4.727071054200573,1124.0613496932515,176,4.789293878391294,1077.9375
A172_Phase_C7_1_02d12h00m_4.tif,A172,0.9279491665756201,60.0,279,4.800089201392427,942.9032258064516,381,4.467125968515814,748.0944881889764,0,,,181,4.766709446680933,1349.3314917127072,234,4.491215102853014,978.5598290598291
A172_Phase_C7_2_02d00h00m_1.tif,A172,0.6965012076595247,48.0,267,4.872387498588678,828.6591760299625,333,4.493084927699016,786.1621621621622,0,,,192,4.750587407676265,1247.7239583333333,208,4.632323203214662,1127.6442307692307
A172_Phase_C7_1_02d04h00m_2.tif,A172,0.8854136446951517,52.0,291,4.829420661441006,884.3814432989691,346,4.531142099625442,800.7283236994219,0,,,184,4.887115497152439,1340.070652173913,219,4.671267793528347,1101.0456621004566
A172_Phase_C7_1_01d04h00m_1.tif,A172,0.3945547503278052,28.0,118,4.7013538112221385,975.9915254237288,145,4.470984503706066,849.7655172413793,5,8.193684769007502,7321.6,87,4.788350903114141,1302.5057471264367,95,4.843764322958234,1253.6526315789474
MCF7_Phase_H4_2_02d20h00m_4.tif,MCF7,0.7184853157779609,68.0,766,4.311595737293231,252.24281984334203,623,4.22177091535683,293.90690208667735,3,3.9842777124532347,265.6666666666667,348,4.434899110073676,496.6609195402299,566,4.047744855023296,266.15017667844523
MCF7_Phase_H4_1_02d12h00m_1.tif,MCF7,0.441363104512674,60.0,443,4.338913172933007,310.76749435665914,416,4.153536566938258,322.06971153846155,8,4.366154886837732,5473.125,263,4.291910835620511,488.6273764258555,381,4.0965528457442835,313.5485564304462
MCF7_Phase_H4_1_01d08h00m_2.tif,MCF7,0.2665434851671793,32.0,245,4.444092761950107,332.43673469387755,244,4.194833275848651,337.8032786885246,21,4.363878709493189,3214.904761904762,172,4.317917755319968,467.29651162790697,225,4.222360027913754,343.7688888888889
MCF7_Phase_H4_2_03d04h00m_2.tif,MCF7,0.7870502256337472,76.0,861,4.295933237412391,242.08246225319397,777,4.168327207243046,280.70913770913774,2,3.929932198696265,855.0,424,4.392007161582326,492.00943396226415,669,4.0331259340847385,252.48579970104635
MCF7_Phase_H4_1_00d20h00m_3.tif,MCF7,0.15654455050808186,20.0,118,4.265374787614497,413.50847457627117,127,4.129653506853552,416.9763779527559,26,4.360094036649572,1797.1538461538462,97,4.169503549958793,510.7216494845361,112,4.209672311733596,453.0892857142857
MCF7_Phase_H4_1_02d20h00m_4.tif,MCF7,0.6300970835609667,68.0,641,4.170935007556272,250.37441497659907,728,4.160104630980519,283.4258241758242,7,4.61141205286581,2040.7142857142858,434,4.32848927088606,458.37327188940094,613,4.061807995545545,277.71941272430666
MCF7_Phase_H4_2_01d00h00m_1.tif,MCF7,0.1779091137183062,24.0,176,4.137711128475561,324.84659090909093,160,4.090781462504118,361.79375,26,4.3239258796984235,1918.1538461538462,123,4.123698586645452,445.8130081300813,147,4.112246173877427,368.36054421768705
MCF7_Phase_H4_2_01d12h00m_4.tif,MCF7,0.3294687083424319,36.0,324,4.236152741164298,312.01234567901236,323,4.179610155946773,340.57275541795667,21,4.124566757259028,2407.095238095238,232,4.288617352415931,468.2284482758621,304,4.179797267020445,343.36842105263156
MCF7_Phase_H4_1_01d20h00m_4.tif,MCF7,0.3823513992843086,44.0,329,4.24947160959281,359.45288753799394,421,4.125733074061473,312.80760095011874,15,4.198909096005748,3851.9333333333334,292,4.193355628791518,424.31164383561645,367,4.1135129464689335,327.283378746594
MCF7_Phase_H4_2_00d20h00m_1.tif,MCF7,0.1651648128824319,20.0,128,4.18381967003923,407.7109375,143,4.0696122279296905,362.9160839160839,27,4.235049083480934,1721.962962962963,103,4.1371877968528405,473.2621359223301,127,4.141911032994755,404.46456692913387
MCF7_Phase_H4_1_01d16h00m_4.tif,MCF7,0.34093014177229364,40.0,282,4.224885654815169,372.78014184397165,380,4.11612852030308,324.6684210526316,21,4.041574348266153,2809.2380952380954,269,4.199721665200973,436.5576208178439,331,4.117861038657036,340.73111782477343
MCF7_Phase_H4_2_02d12h00m_2.tif,MCF7,0.6489565538953214,60.0,666,4.377714449414135,276.6756756756757,592,4.202453468862786,306.1570945945946,7,4.757858825398222,3997.8571428571427,336,4.4115660204472285,504.5565476190476,514,4.105100634049495,292.1828793774319
MCF7_Phase_H4_2_03d00h00m_4.tif,MCF7,0.6560990519831543,72.0,636,4.1665115536499595,241.00471698113208,727,4.212151265054001,286.0729023383769,3,3.841109586392063,233.0,387,4.447173898580469,513.8501291989664,620,4.051744277031983,263.541935483871
MCF7_Phase_H4_1_01d12h00m_2.tif,MCF7,0.29577128291630195,36.0,285,4.398636392271547,326.12631578947367,290,4.160494400851527,320.6275862068965,17,4.291840992541685,3356.1176470588234,200,4.27524935822252,456.335,258,4.183501162268055,330.0968992248062
MCF7_Phase_H4_1_03d04h00m_3.tif,MCF7,0.5560763535292906,76.0,599,4.256037886114438,277.118530884808,683,4.204519657042381,293.0527086383602,2,4.087184603652733,1899.0,389,4.394964376082725,497.05912596401026,580,4.099254849613797,287.5137931034483
MCF7_Phase_H4_2_01d16h00m_1.tif,MCF7,0.278963982462833,40.0,268,4.249971393563931,308.2014925373134,268,4.125311241284154,325.1455223880597,18,4.336828393901391,3634.3333333333335,202,4.207863641196328,419.51485148514854,261,4.181965479530912,334.69348659003833
MCF7_Phase_H4_1_02d08h00m_2.tif,MCF7,0.48520032766062293,56.0,468,4.3780952167295375,311.35470085470087,476,4.206089642221505,312.89495798319325,7,4.249038788799379,2859.0,310,4.353444065561,475.8838709677419,405,4.122878483374045,311.9259259259259
MCF7_Phase_H4_1_03d00h00m_4.tif,MCF7,0.6384104037369063,72.0,711,4.209956870457578,253.1772151898734,700,4.217100813666034,297.91857142857145,5,4.3403239300779175,336.0,396,4.428185964080803,511.5479797979798,614,4.009385556789188,267.7882736156352
MCF7_Phase_H4_1_00d12h00m_3.tif,MCF7,0.2493978436407367,12.0,88,4.315765921218226,467.04545454545456,95,4.166073547827275,455.6736842105263,31,4.421143148673745,1314.6774193548388,71,4.1852016715946805,581.5070422535211,87,4.175134841910912,491.9425287356322
MCF7_Phase_H4_1_01d16h00m_2.tif,MCF7,0.30562470716783285,40.0,300,4.301974211459721,286.48333333333335,322,4.201663610509679,320.6149068322981,16,4.185803977097581,3990.1875,199,4.305567812900519,492.47236180904525,258,4.213943559350231,338.7093023255814
MCF7_Phase_H4_1_02d00h00m_1.tif,MCF7,0.3314834697333926,48.0,323,4.235318437200275,297.1888544891641,304,4.184972632308877,319.10855263157896,14,4.065166963950834,2415.214285714286,191,4.285058414873157,493.0261780104712,274,4.131116654155362,319.37226277372264
MCF7_Phase_H4_2_02d16h00m_3.tif,MCF7,0.4542508690723528,64.0,444,4.225521417975214,299.4436936936937,506,4.155553307805428,306.52766798418975,5,3.755173501052186,1728.2,302,4.31913429083754,479.4801324503311,433,4.121222885422374,307.25635103926095
MCF7_Phase_H4_2_02d20h00m_1.tif,MCF7,0.47349099513768306,68.0,507,4.336759475980708,290.48323471400397,614,4.142112500107383,284.03583061889253,4,4.76500014665083,1663.0,392,4.293691957631061,441.9387755102041,564,4.097205129183286,273.15425531914894
MCF7_Phase_H4_2_00d16h00m_1.tif,MCF7,0.1377678159145583,16.0,108,4.338904967262261,395.3888888888889,122,4.117690675457526,384.327868852459,29,4.272709624938572,1451.4137931034484,91,4.172602654659284,481.24175824175825,111,4.168346588430462,394.85585585585585
MCF7_Phase_H4_2_02d08h00m_3.tif,MCF7,0.37523138945039997,56.0,349,4.231546187720962,305.18338108882523,377,4.246697528638171,356.026525198939,5,3.8152717465560144,1468.6,232,4.4097071296896955,556.1034482758621,314,4.163860659987208,356.0636942675159
MCF7_Phase_H4_2_02d04h00m_3.tif,MCF7,0.36353467411494456,52.0,336,4.3212967814153584,336.6190476190476,361,4.215551024503972,359.32409972299166,7,4.335917227426294,2867.714285714286,226,4.367756261084279,562.433628318584,313,4.1751587100485015,351.44728434504793
MCF7_Phase_H4_2_01d20h00m_3.tif,MCF7,0.2826228936298025,44.0,267,4.295346877020961,340.02247191011236,284,4.2513340324115845,384.7007042253521,17,4.507985651679719,2657.235294117647,178,4.35588777302453,581.4831460674158,247,4.160119895339769,364.4412955465587
MCF7_Phase_H4_1_02d12h00m_4.tif,MCF7,0.5853660441706763,60.0,616,4.304707922654936,293.51461038961037,606,4.167900258159095,305.17491749174917,9,4.979286852740475,2030.4444444444443,378,4.279969478172248,463.5925925925926,559,4.0847041800475195,293.82647584973165
MCF7_Phase_H4_2_01d12h00m_3.tif,MCF7,0.3196204119318131,36.0,186,4.390411088513469,559.0483870967741,239,4.241673310061964,429.0418410041841,19,4.430707240400879,1959.3684210526317,148,4.299316015213319,674.2635135135135,176,4.170719770865557,383.03977272727275
MCF7_Phase_H4_2_02d20h00m_2.tif,MCF7,0.7541975446623629,68.0,785,4.36974681571563,261.8764331210191,663,4.223795504757166,299.5550527903469,2,4.060009211337198,788.0,350,4.408400409523604,531.6285714285714,560,4.094008223196187,282.96964285714284
MCF7_Phase_H4_1_01d00h00m_1.tif,MCF7,0.1860705261145237,24.0,151,4.319389220228822,392.3046357615894,148,4.179631202607088,380.4189189189189,23,4.255578153689022,1565.0434782608695,106,4.267502975189491,511.89622641509436,136,4.210720863408879,431.125
MCF7_Phase_H4_1_01d04h00m_1.tif,MCF7,0.17526728911712977,28.0,160,4.22397640395277,345.45,168,4.1558626115105985,337.51190476190476,21,4.063394828571487,1399.857142857143,110,4.227101562141094,488.2818181818182,151,4.180405588047054,355.9139072847682
MCF7_Phase_H4_2_02d16h00m_1.tif,MCF7,0.5148041794143349,64.0,495,4.211722073316268,263.4949494949495,552,4.130442825940821,294.356884057971,5,4.111368650989964,1742.6,347,4.2627119221151,457.86743515850145,493,4.089059811706152,289.08316430020284
MCF7_Phase_H4_1_01d20h00m_3.tif,MCF7,0.29165790687827553,44.0,223,4.304917388031304,389.1793721973094,288,4.179045645583685,342.87152777777777,20,4.439200724899455,3739.85,191,4.27997920209687,483.77486910994764,248,4.210632817381602,365.31048387096774
MCF7_Phase_H4_2_03d12h00m_1.tif,MCF7,0.7119187164007911,84.0,769,4.2785509185628054,238.00260078023408,782,4.148597113868407,257.43350383631713,5,5.314046868911443,374.8,511,4.362716316096382,399.60469667318984,693,4.018581428287629,236.3795093795094
MCF7_Phase_H4_2_00d20h00m_2.tif,MCF7,0.24377792559004716,20.0,196,4.250675446138257,400.03061224489795,222,4.119226153587662,355.63963963963965,30,4.338836192415011,2233.4666666666667,156,4.1742391074819665,488.8525641025641,190,4.1609040167809415,387.1578947368421
MCF7_Phase_H4_1_00d08h00m_3.tif,MCF7,0.1102085003278018,8.0,77,4.355095726873724,433.038961038961,78,4.244058718062353,450.29487179487177,29,4.7749691903751765,1170.896551724138,59,4.3942711053588805,594.8474576271186,72,4.316470023199165,503.7083333333333
MCF7_Phase_H4_2_02d04h00m_2.tif,MCF7,0.5346309865329945,52.0,535,4.384000340634461,293.0093457943925,500,4.198701216681247,311.514,13,3.9780867356718863,1993.8461538461538,302,4.3499113195601256,498.2417218543046,424,4.133317820599301,310.37735849056605
MCF7_Phase_H4_2_02d12h00m_4.tif,MCF7,0.5069646593640827,60.0,533,4.20911905613022,251.37898686679173,551,4.215876674112177,300.55172413793105,8,4.256522465460959,799.75,327,4.416479398267256,489.35779816513764,571,4.084475100027001,269.1260945709282
MCF7_Phase_H4_1_03d12h00m_4.tif,MCF7,0.6548397465034882,84.0,761,4.035769187955359,258.2417871222076,760,4.234274612813997,294.4342105263158,6,4.127858717091195,190.0,348,4.542546330560271,608.5402298850574,641,3.9673838423917482,249.65834633385336
MCF7_Phase_H4_1_01d20h00m_2.tif,MCF7,0.2915954931982095,44.0,263,4.292180855525616,347.4562737642586,351,4.169302258952711,312.92022792022794,14,4.308818991278511,3904.3571428571427,230,4.2884563981516886,461.94347826086954,291,4.175057301364723,324.6254295532646
MCF7_Phase_H4_2_01d08h00m_2.tif,MCF7,0.3089850756665139,32.0,315,4.231970236373725,304.031746031746,324,4.123937359788479,312.6882716049383,26,4.164859368677205,2473.6923076923076,227,4.197797325507266,442.19383259911893,296,4.148850546886765,319.2128378378378
MCF7_Phase_H4_1_03d12h00m_3.tif,MCF7,0.6775009780649276,84.0,689,4.213093198393996,300.966618287373,777,4.189730889231195,289.24195624195625,3,5.059837127489702,1596.6666666666667,468,4.394962303117854,475.63675213675214,681,4.079162390373985,279.54185022026434
MCF7_Phase_H4_1_02d16h00m_2.tif,MCF7,0.5704219785292859,64.0,619,4.325370623097453,275.49111470113087,559,4.196778880032084,299.3470483005367,7,4.270401599154846,2957.8571428571427,339,4.332872839205656,469.6607669616519,482,4.093577113856151,291.04771784232366
MCF7_Phase_H4_2_03d12h00m_4.tif,MCF7,0.7424107649967018,84.0,795,4.087573723523359,243.88427672955976,775,4.244101242675226,282.16,6,5.024492058831849,487.0,403,4.508437279535601,523.9131513647643,633,4.005134682281954,243.7772511848341
MCF7_Phase_H4_1_02d00h00m_2.tif,MCF7,0.39291085773601436,48.0,377,4.280656812379248,302.3262599469496,381,4.2064429326253885,315.2178477690289,12,4.117138311890425,3140.6666666666665,237,4.384104392011224,496.38396624472574,330,4.165544822569762,321.04242424242426
MCF7_Phase_H4_1_03d16h00m_3.tif,MCF7,0.7580538460172779,88.0,840,4.170494950090858,269.6488095238095,821,4.210451125426292,297.6857490864799,1,4.033275747218373,4716.0,427,4.4509299962419275,549.2271662763466,744,4.039209440588928,267.6774193548387
MCF7_Phase_H4_2_01d04h00m_3.tif,MCF7,0.24659934700065056,28.0,152,4.295460269968072,536.9736842105264,205,4.286073557875686,445.6048780487805,24,4.4434839048953565,1923.7916666666667,119,4.309600320310511,743.8571428571429,149,4.14890309692218,474.73825503355704
MCF7_Phase_H4_2_02d08h00m_4.tif,MCF7,0.5124580397727344,56.0,489,4.198472584051559,264.65439672801637,557,4.182345639714008,297.1669658886894,5,4.031041113706597,1386.6,353,4.342844825744726,458.8611898016997,515,4.1109452253240315,288.59611650485436
MCF7_Phase_H4_2_00d20h00m_4.tif,MCF7,0.22327783011909436,20.0,171,4.203606193419909,405.16959064327483,200,4.118195516030066,359.995,27,4.459621998130571,2327.703703703704,154,4.158520070402949,453.94805194805195,188,4.150948585187842,375.0851063829787
MCF7_Phase_H4_2_03d04h00m_3.tif,MCF7,0.6301343706293676,76.0,648,4.385855181013686,286.51234567901236,621,4.20000109675182,302.80032206119165,4,5.232529463049033,3134.0,348,4.407113036368748,521.0258620689655,512,4.104489145903406,292.828125
MCF7_Phase_H4_1_00d16h00m_2.tif,MCF7,0.16819995069383273,16.0,113,4.347020822720221,450.1946902654867,144,4.165114499855485,378.3541666666667,28,4.417107239389305,1715.5357142857142,97,4.24545326517227,515.8144329896908,122,4.2033959079990275,415.9754098360656
MCF7_Phase_H4_2_00d08h00m_3.tif,MCF7,0.114781123661495,8.0,90,4.321699955049779,419.5,117,4.33559794001095,523.3247863247864,31,4.801713415817563,1870.3870967741937,77,4.280308876074656,781.5974025974026,87,4.2098769339383875,686.5862068965517
MCF7_Phase_H4_2_03d16h00m_4.tif,MCF7,0.698950956075184,88.0,780,4.245900668427507,239.67179487179487,777,4.242955149629468,296.94079794079795,6,4.656089027666357,365.8333333333333,351,4.524535919604456,598.2193732193732,648,3.9913469783900077,241.29475308641975
MCF7_Phase_H4_2_01d04h00m_4.tif,MCF7,0.25865547981315906,28.0,232,4.272989033353917,360.46120689655174,269,4.1666391610899005,322.6133828996283,23,4.3273530250236965,2861.2608695652175,177,4.237351530123172,470.48022598870057,248,4.18387998612445,320.2217741935484
MCF7_Phase_H4_1_00d20h00m_1.tif,MCF7,0.15968385448534034,20.0,125,4.259326085931281,420.432,139,4.1350380253855175,397.9928057553957,23,4.108740398112382,1235.1304347826087,112,4.174196945477368,480.2767857142857,124,4.19549694419259,462.03225806451616
MCF7_Phase_H4_1_02d12h00m_3.tif,MCF7,0.47002787396197576,60.0,441,4.462448837968953,329.4263038548753,449,4.225285795282332,327.29844097995544,6,4.909036259287069,8274.166666666666,263,4.386291108135061,543.4068441064638,377,4.21789468175112,331.14323607427053
MCF7_Phase_H4_1_02d00h00m_3.tif,MCF7,0.3438629298240765,48.0,302,4.295906214176349,328.16887417218544,306,4.197335146773293,337.10130718954247,17,5.0617100375722535,4424.411764705882,203,4.318033966482514,491.0886699507389,266,4.191303274329333,344.98496240601503
MCF7_Phase_H4_2_03d08h00m_3.tif,MCF7,0.5194186291247871,80.0,551,4.331065827666699,279.12704174228674,661,4.228039843069567,305.1951588502269,4,4.428544759540696,3237.5,360,4.43827775116164,545.4944444444444,569,4.115679722352888,287.2952548330404
MCF7_Phase_H4_2_00d16h00m_4.tif,MCF7,0.2085284217930571,16.0,163,4.1952584498468015,411.4355828220859,189,4.107489059719406,369.7989417989418,34,4.215507591351536,1810.7941176470588,149,4.1591676578994665,443.1744966442953,162,4.1787619100982685,407.0740740740741
MCF7_Phase_H4_1_03d08h00m_2.tif,MCF7,0.618518337521852,80.0,674,4.100114436176136,269.6973293768546,693,4.191886897473738,278.3939393939394,1,8.31973804393161,277.0,413,4.415620328915371,458.92978208232444,577,4.047217453885393,264.9896013864818
MCF7_Phase_H4_2_01d00h00m_3.tif,MCF7,0.23134320776879008,24.0,175,4.221681750229338,446.18857142857144,177,4.226430400531698,468.8022598870057,30,4.460571185657369,1712.7333333333333,124,4.198423935252862,616.9596774193549,139,4.168782451397143,527.4460431654676
MCF7_Phase_H4_1_01d04h00m_4.tif,MCF7,0.2790436442854041,28.0,249,4.315921326020404,347.83534136546183,260,4.104779271775509,340.43461538461537,32,4.122208344519265,2401.53125,199,4.165926443498539,433.31658291457285,236,4.122587513176578,353.0042372881356
MCF7_Phase_H4_1_02d20h00m_2.tif,MCF7,0.5345192655976874,68.0,530,4.175139699008211,259.8905660377358,553,4.244984317469848,314.0470162748644,7,4.349257301397867,2150.285714285714,352,4.448476607779343,486.32102272727275,517,4.107137960420314,285.66537717601545
MCF7_Phase_H4_1_00d12h00m_1.tif,MCF7,0.2562091619318087,12.0,104,4.407885990492633,407.50961538461536,103,4.16606239626402,396.93203883495147,27,4.436913256257193,1073.2592592592594,84,4.206916575042948,483.0833333333333,99,4.2182001814381005,429.74747474747477
MCF7_Phase_H4_2_02d04h00m_1.tif,MCF7,0.413338443373039,52.0,399,4.401639666427274,313.3208020050125,393,4.148783847490611,314.7226463104326,11,4.383047430129181,5291.818181818182,256,4.2862736864335345,468.88671875,355,4.16721035878959,329.40281690140847
MCF7_Phase_H4_1_01d16h00m_1.tif,MCF7,0.2623669012237873,40.0,249,4.3012459698773196,309.69879518072287,252,4.151315023560562,334.3690476190476,19,4.109699424668345,3250.4210526315787,175,4.21974062735836,467.1142857142857,235,4.161152314124423,348.9021276595745
MCF7_Phase_H4_1_03d00h00m_2.tif,MCF7,0.5287365679632886,72.0,570,4.21846532613179,260.45438596491226,561,4.220668482547649,304.27807486631013,3,5.815636925384094,3656.0,325,4.441927927757464,511.48,495,4.086759548343498,290.5070707070707
MCF7_Phase_H4_2_03d04h00m_4.tif,MCF7,0.7037962463122849,76.0,729,4.194983430576684,247.50754458161865,791,4.24538758250339,284.0404551201011,2,3.969723874089528,230.5,425,4.472916794033173,502.4964705882353,639,4.0272255069632665,255.97652582159625
MCF7_Phase_H4_2_00d12h00m_3.tif,MCF7,0.12889119768903093,12.0,98,4.3353520984612475,431.765306122449,125,4.287017961471024,542.024,31,4.550214413622827,2110.451612903226,79,4.251540563755561,852.8860759493671,97,4.204124638743076,612.6701030927835
MCF7_Phase_H4_1_02d04h00m_1.tif,MCF7,0.2617792908653832,52.0,239,4.358330228841502,362.22594142259413,326,4.173637258085036,334.7760736196319,15,4.102009502924094,2702.6666666666665,190,4.331035999943459,552.6421052631579,286,4.119599401786932,325.27272727272725
MCF7_Phase_H4_2_01d08h00m_3.tif,MCF7,0.29506380818402,32.0,199,4.341010665653681,494.643216080402,218,4.264305328118541,446.77064220183485,23,4.35709042233842,1922.5652173913043,130,4.27833251391824,693.1615384615385,172,4.177897925482686,445.1453488372093
MCF7_Phase_H4_1_00d08h00m_4.tif,MCF7,0.18804997432254789,8.0,131,4.508571448998895,437.2290076335878,149,4.201859540978084,397.2953020134228,38,4.4383343485919236,1250.842105263158,118,4.285801292107771,493.3474576271187,133,4.320500065448558,448.9398496240602
MCF7_Phase_H4_1_00d12h00m_2.tif,MCF7,0.16380822702687822,12.0,126,4.345363318066925,410.8333333333333,125,4.127484429224218,415.072,29,4.490338867880408,1498.2068965517242,87,4.214870120178248,538.6896551724138,113,4.15839164675629,438.04424778761063
MCF7_Phase_H4_1_02d16h00m_1.tif,MCF7,0.44766551696350065,64.0,455,4.330926896697473,299.6747252747253,438,4.224895247176636,328.65296803652967,8,4.337650353982023,5937.25,265,4.347955433597804,498.4301886792453,408,4.116912021014327,309.9950980392157
MCF7_Phase_H4_2_00d16h00m_2.tif,MCF7,0.21628220552885596,16.0,171,4.224019881955628,403.87719298245617,187,4.182411887523018,382.5668449197861,31,4.2686787813869875,1810.9032258064517,131,4.2444977112658675,537.4427480916031,169,4.188419391924118,401.2603550295858
MCF7_Phase_H4_2_03d08h00m_1.tif,MCF7,0.7358386403245198,80.0,748,4.245779606326858,244.33155080213905,725,4.1695603350743715,283.1531034482759,2,6.093021219461048,1162.5,378,4.353046637926704,492.94444444444446,668,4.021126955040904,245.57634730538922
MCF7_Phase_H4_2_00d12h00m_4.tif,MCF7,0.16651959598994895,12.0,129,4.29956530268325,415.85271317829455,162,4.13350322639967,373.11728395061726,36,4.357469075640399,1507.4444444444443,125,4.175523686059701,461.544,154,4.172984927350428,384.7077922077922
MCF7_Phase_H4_2_02d04h00m_4.tif,MCF7,0.4364957794744292,52.0,437,4.2982098339138854,311.1395881006865,515,4.179897705946238,297.8038834951456,8,4.4412949765834,2636.625,341,4.335383136077983,441.90615835777123,466,4.134298559771851,301.2360515021459
MCF7_Phase_H4_1_03d16h00m_1.tif,MCF7,0.6570621958315337,88.0,713,4.0733035959010495,267.33239831697057,678,4.162982812568006,291.0575221238938,8,4.030154636687007,432.625,400,4.390198263478717,472.94,629,4.020651481602729,264.31796502384736
MCF7_Phase_H4_2_01d04h00m_2.tif,MCF7,0.2039056794962901,28.0,198,4.220951920844241,329.1818181818182,274,4.14068952765092,321.27372262773724,29,4.478290182524243,2603.2413793103447,200,4.207117821504764,426.08,257,4.131819872316484,318.87548638132296
MCF7_Phase_H4_2_02d08h00m_1.tif,MCF7,0.42090911972793355,56.0,407,4.356180434817661,317.5872235872236,429,4.1739861063123325,328.28205128205127,8,4.1601143465662345,4418.625,302,4.250705494954447,440.28145695364236,403,4.160048949472385,323.98511166253104
MCF7_Phase_H4_2_00d12h00m_1.tif,MCF7,0.12243637306053307,12.0,109,4.210709829912519,343.5045871559633,111,4.120106733208298,382.3783783783784,29,4.400992041790982,1264.3103448275863,89,4.156194779035347,462.35955056179773,106,4.199226595623699,387.08490566037733
MCF7_Phase_H4_1_03d04h00m_2.tif,MCF7,0.5758362718531246,76.0,611,4.211563263871734,258.1080196399345,607,4.2329149062824625,299.7067545304778,2,4.119715994812377,2785.0,381,4.414915825350048,473.49081364829397,549,4.045317285732809,278.35883424408013
MCF7_Phase_H4_2_01d20h00m_2.tif,MCF7,0.37886644845388595,44.0,390,4.261396476345162,305.24871794871797,422,4.18231402997567,314.5118483412322,20,4.5379231016212715,2852.6,250,4.2652384337872045,513.8,379,4.103322658347092,298.0923482849604
MCF7_Phase_H4_2_01d04h00m_1.tif,MCF7,0.1690577040537603,28.0,173,4.140208563333772,327.1734104046243,196,4.056587603005941,327.41326530612247,26,4.185271009229256,2079.1923076923076,148,4.112711777528209,423.5067567567568,195,4.075748778851636,322.6102564102564
MCF7_Phase_H4_1_01d20h00m_1.tif,MCF7,0.24607501133634296,44.0,221,4.213631781183391,345.8371040723982,275,4.13889197527178,315.7309090909091,19,4.281008164762207,3456.315789473684,202,4.239915426354379,427.5693069306931,256,4.114574559947271,320.2578125
MCF7_Phase_H4_2_03d16h00m_1.tif,MCF7,0.6209018373033282,88.0,734,4.30082888927876,241.9291553133515,775,4.166999173036799,272.5767741935484,6,5.147005538766327,654.3333333333334,446,4.430600809234311,463.0762331838565,685,4.017368197154918,236.27883211678832
MCF7_Phase_H4_1_02d16h00m_3.tif,MCF7,0.5184123916903419,64.0,507,4.4404084785083695,319.8145956607495,491,4.211767558376233,328.2668024439919,3,4.626818671308896,7242.666666666667,296,4.353225734002929,523.5304054054054,416,4.166121787987746,335.44711538461536
MCF7_Phase_H4_1_02d20h00m_1.tif,MCF7,0.4835747294307294,68.0,497,4.138931314626957,268.9275653923541,474,4.260385726024357,326.1877637130802,6,4.24356000066089,3128.6666666666665,273,4.369132415051507,510.1758241758242,446,4.0927734263467,299.3340807174888
MCF7_Phase_H4_2_03d12h00m_2.tif,MCF7,0.754727328862545,84.0,829,4.235704374005696,225.29674306393244,798,4.231056462633742,295.3784461152882,2,3.781038364438077,987.5,383,4.465241766635975,552.7258485639687,641,4.00349464288585,243.49921996879874
MCF7_Phase_H4_1_02d04h00m_2.tif,MCF7,0.3271721474814176,52.0,296,4.473238382549846,355.35135135135135,430,4.2076201134576126,305.9627906976744,8,4.135758024742713,2200.5,270,4.376578359262132,473.93333333333334,360,4.1716098781443085,316.5722222222222
MCF7_Phase_H4_2_01d12h00m_1.tif,MCF7,0.2953081501311153,36.0,241,4.336533870483572,375.5809128630705,232,4.137305959530571,349.0818965517241,20,4.310605896462232,3026.9,186,4.191660623146477,418.85483870967744,226,4.204622493802093,353.9911504424779
MCF7_Phase_H4_2_03d00h00m_2.tif,MCF7,0.6630573277698784,72.0,651,4.180753789877337,234.19969278033795,739,4.191990476926816,284.6468200270636,2,3.786253823255459,831.0,422,4.35779493981333,471.6232227488152,627,4.045857208308593,263.39234449760767
MCF7_Phase_H4_2_03d16h00m_3.tif,MCF7,0.6513928232899996,88.0,716,4.324434520087503,264.1815642458101,758,4.177428908810831,284.0620052770449,6,4.666625297518395,367.1666666666667,432,4.421938609356145,486.99305555555554,632,4.0509034986306425,262.12025316455697
MCF7_Phase_H4_2_03d08h00m_2.tif,MCF7,0.6736426949027488,80.0,714,4.278634943028668,245.25070028011206,772,4.229197019179049,285.94170984455957,3,4.084133766979707,668.0,399,4.495822226741777,518.671679197995,630,4.028730617865594,246.61269841269842
