setting,file,phi,tp,fp,fn,f1,matched_iou
detection-optimal,SkBr3_Phase_G3_1_01d04h00m_4.tif,0.26204821541738377,246,32,15,0.9128014842300557,0.8184796898649157
balanced,SkBr3_Phase_G3_1_01d04h00m_4.tif,0.26204821541738377,234,29,27,0.8931297709923665,0.8172153137732129
measurement-optimal,SkBr3_Phase_G3_1_01d04h00m_4.tif,0.26204821541738377,225,22,36,0.8858267716535433,0.8162309205204393
connected components,SkBr3_Phase_G3_1_01d04h00m_4.tif,0.26204821541738377,39,46,222,0.2254335260115607,0.7788118572974007
detection-optimal,BT474_Phase_D3_2_02d00h00m_4.tif,0.26490034732843776,143,56,64,0.7044334975369458,0.7697239832496134
balanced,BT474_Phase_D3_2_02d00h00m_4.tif,0.26490034732843776,116,40,91,0.6391184573002755,0.77826616530605
measurement-optimal,BT474_Phase_D3_2_02d00h00m_4.tif,0.26490034732843776,80,28,127,0.5079365079365079,0.8049058846680317
connected components,BT474_Phase_D3_2_02d00h00m_4.tif,0.26490034732843776,24,31,183,0.183206106870229,0.7493219306036205
detection-optimal,BT474_Phase_D3_2_03d04h00m_4.tif,0.2675810895159557,146,74,34,0.73,0.7598925454960409
balanced,BT474_Phase_D3_2_03d04h00m_4.tif,0.2675810895159557,110,53,70,0.641399416909621,0.7759273816168643
measurement-optimal,BT474_Phase_D3_2_03d04h00m_4.tif,0.2675810895159557,76,32,104,0.5277777777777778,0.7935065832499338
connected components,BT474_Phase_D3_2_03d04h00m_4.tif,0.2675810895159557,11,44,169,0.09361702127659574,0.7607867283768459
detection-optimal,BT474_Phase_D3_2_02d04h00m_1.tif,0.2694433323317348,144,73,82,0.6501128668171557,0.757539539479057
balanced,BT474_Phase_D3_2_02d04h00m_1.tif,0.2694433323317348,106,41,120,0.5683646112600537,0.7740735641194941
measurement-optimal,BT474_Phase_D3_2_02d04h00m_1.tif,0.2694433323317348,71,35,155,0.42771084337349397,0.7794377277374722
connected components,BT474_Phase_D3_2_02d04h00m_1.tif,0.2694433323317348,17,43,209,0.11888111888111888,0.6706922170513856
detection-optimal,Huh7_Phase_A12_1_01d08h00m_1.tif,0.2733935830965909,71,24,41,0.6859903381642513,0.7597039583999707
balanced,Huh7_Phase_A12_1_01d08h00m_1.tif,0.2733935830965909,54,17,58,0.5901639344262295,0.7505358577949592
measurement-optimal,Huh7_Phase_A12_1_01d08h00m_1.tif,0.2733935830965909,38,13,74,0.4662576687116564,0.7625215166293496
connected components,Huh7_Phase_A12_1_01d08h00m_1.tif,0.2733935830965909,14,20,98,0.1917808219178082,0.7636482397681287
detection-optimal,SKOV3_Phase_F4_2_00d08h00m_4.tif,0.2762251001147293,40,62,17,0.5031446540880503,0.7571979376083575
balanced,SKOV3_Phase_F4_2_00d08h00m_4.tif,0.2762251001147293,39,46,18,0.5492957746478874,0.7771263154592727
measurement-optimal,SKOV3_Phase_F4_2_00d08h00m_4.tif,0.2762251001147293,39,25,18,0.6446280991735537,0.7855392093710569
connected components,SKOV3_Phase_F4_2_00d08h00m_4.tif,0.2762251001147293,9,10,48,0.23684210526315788,0.898599934103033
detection-optimal,SHSY5Y_Phase_A10_1_01d00h00m_1.tif,0.2787328040318988,183,108,229,0.5206258890469416,0.6930927098238462
balanced,SHSY5Y_Phase_A10_1_01d00h00m_1.tif,0.2787328040318988,145,89,267,0.44891640866873067,0.7009385777669759
measurement-optimal,SHSY5Y_Phase_A10_1_01d00h00m_1.tif,0.2787328040318988,99,70,313,0.3407917383820998,0.7015305842849473
connected components,SHSY5Y_Phase_A10_1_01d00h00m_1.tif,0.2787328040318988,2,46,410,0.008695652173913044,0.756827436323036
detection-optimal,MCF7_Phase_H4_2_01d20h00m_3.tif,0.2826228936298025,257,87,76,0.7592319054652881,0.7655505483842521
balanced,MCF7_Phase_H4_2_01d20h00m_3.tif,0.2826228936298025,197,68,136,0.6588628762541806,0.7744432980949648
measurement-optimal,MCF7_Phase_H4_2_01d20h00m_3.tif,0.2826228936298025,133,60,200,0.5057034220532319,0.792940888915565
connected components,MCF7_Phase_H4_2_01d20h00m_3.tif,0.2826228936298025,4,36,329,0.021447721179624665,0.9103568339649398
detection-optimal,Huh7_Phase_A12_1_01d12h00m_1.tif,0.28607259710991756,61,41,15,0.6853932584269663,0.7852666580306716
balanced,Huh7_Phase_A12_1_01d12h00m_1.tif,0.28607259710991756,57,24,19,0.7261146496815286,0.7922853158183524
measurement-optimal,Huh7_Phase_A12_1_01d12h00m_1.tif,0.28607259710991756,49,9,27,0.7313432835820896,0.8147667243785933
connected components,Huh7_Phase_A12_1_01d12h00m_1.tif,0.28607259710991756,19,12,57,0.35514018691588783,0.824726437910533
detection-optimal,SkBr3_Phase_G3_2_01d12h00m_3.tif,0.29087262688483756,310,31,40,0.8972503617945007,0.7768564712497329
balanced,SkBr3_Phase_G3_2_01d12h00m_3.tif,0.29087262688483756,301,28,49,0.8865979381443299,0.7752973062669142
measurement-optimal,SkBr3_Phase_G3_2_01d12h00m_3.tif,0.29087262688483756,290,19,60,0.8801213960546282,0.7739456366801796
connected components,SkBr3_Phase_G3_2_01d12h00m_3.tif,0.29087262688483756,45,54,305,0.20044543429844097,0.7360918762063777
detection-optimal,BT474_Phase_D3_2_04d04h00m_4.tif,0.29583683962522345,156,71,77,0.6782608695652174,0.7636849080453038
balanced,BT474_Phase_D3_2_04d04h00m_4.tif,0.29583683962522345,112,47,121,0.5714285714285714,0.7587278909647549
measurement-optimal,BT474_Phase_D3_2_04d04h00m_4.tif,0.29583683962522345,67,37,166,0.39762611275964393,0.783881138645577
connected components,BT474_Phase_D3_2_04d04h00m_4.tif,0.29583683962522345,9,36,224,0.06474820143884892,0.900116204239094
detection-optimal,BT474_Phase_D3_2_04d00h00m_4.tif,0.3010984829818557,146,83,108,0.6045548654244306,0.7061066612688774
balanced,BT474_Phase_D3_2_04d00h00m_4.tif,0.3010984829818557,114,52,140,0.5428571428571428,0.7085972714797196
measurement-optimal,BT474_Phase_D3_2_04d00h00m_4.tif,0.3010984829818557,76,33,178,0.418732782369146,0.7317430179556846
connected components,BT474_Phase_D3_2_04d00h00m_4.tif,0.3010984829818557,8,47,246,0.05177993527508091,0.8127690002665553
detection-optimal,BT474_Phase_D3_1_02d16h00m_2.tif,0.3055963431490378,152,81,70,0.6681318681318681,0.7327526537459361
balanced,BT474_Phase_D3_1_02d16h00m_2.tif,0.3055963431490378,120,54,102,0.6060606060606061,0.7346253584999501
measurement-optimal,BT474_Phase_D3_1_02d16h00m_2.tif,0.3055963431490378,65,37,157,0.4012345679012346,0.7827964712207366
connected components,BT474_Phase_D3_1_02d16h00m_2.tif,0.3055963431490378,10,34,212,0.07518796992481203,0.7771565012314173
detection-optimal,BV2_Phase_A4_1_02d08h00m_3.tif,0.30870919512129147,633,118,90,0.858887381275441,0.8528078801537415
balanced,BV2_Phase_A4_1_02d08h00m_3.tif,0.30870919512129147,611,107,112,0.8480222068008327,0.8554542326543181
measurement-optimal,BV2_Phase_A4_1_02d08h00m_3.tif,0.30870919512129147,499,107,224,0.7509405568096313,0.8511597467392675
connected components,BV2_Phase_A4_1_02d08h00m_3.tif,0.30870919512129147,43,75,680,0.10225921521997622,0.7966214104318309
detection-optimal,BT474_Phase_D3_1_03d00h00m_4.tif,0.31126220293377566,183,71,52,0.7484662576687117,0.7255146886941459
balanced,BT474_Phase_D3_1_03d00h00m_4.tif,0.31126220293377566,142,58,93,0.6528735632183909,0.733754915109219
measurement-optimal,BT474_Phase_D3_1_03d00h00m_4.tif,0.31126220293377566,91,44,144,0.4918918918918919,0.7359245495524386
connected components,BT474_Phase_D3_1_03d00h00m_4.tif,0.31126220293377566,12,30,223,0.08664259927797834,0.7596911876505299
detection-optimal,SkBr3_Phase_G3_1_01d20h00m_3.tif,0.31418102955638094,236,47,24,0.8692449355432781,0.887685672486536
balanced,SkBr3_Phase_G3_1_01d20h00m_3.tif,0.31418102955638094,233,36,27,0.8809073724007561,0.8830351788298252
measurement-optimal,SkBr3_Phase_G3_1_01d20h00m_3.tif,0.31418102955638094,220,22,40,0.8764940239043825,0.8869179203925878
connected components,SkBr3_Phase_G3_1_01d20h00m_3.tif,0.31418102955638094,45,30,215,0.26865671641791045,0.7839500432875329
detection-optimal,SHSY5Y_Phase_A10_1_01d04h00m_1.tif,0.3156873137019139,193,135,241,0.5065616797900262,0.6669903173354442
balanced,SHSY5Y_Phase_A10_1_01d04h00m_1.tif,0.3156873137019139,170,95,264,0.4864091559370529,0.6702145890174016
measurement-optimal,SHSY5Y_Phase_A10_1_01d04h00m_1.tif,0.3156873137019139,120,75,314,0.3815580286168522,0.6753940153790443
connected components,SHSY5Y_Phase_A10_1_01d04h00m_1.tif,0.3156873137019139,8,74,426,0.031007751937984496,0.7579466050118963
detection-optimal,Huh7_Phase_A12_2_02d20h00m_4.tif,0.32114998361013597,43,50,18,0.5584415584415584,0.7726003661598788
balanced,Huh7_Phase_A12_2_02d20h00m_4.tif,0.32114998361013597,36,32,25,0.5581395348837209,0.7362183178606679
measurement-optimal,Huh7_Phase_A12_2_02d20h00m_4.tif,0.32114998361013597,24,12,37,0.4948453608247423,0.7798223852927487
connected components,Huh7_Phase_A12_2_02d20h00m_4.tif,0.32114998361013597,9,12,52,0.21951219512195122,0.8417408724808433
detection-optimal,MCF7_Phase_H4_1_02d04h00m_2.tif,0.3271721474814176,281,245,71,0.6400911161731208,0.7517989029722274
balanced,MCF7_Phase_H4_1_02d04h00m_2.tif,0.3271721474814176,253,187,99,0.6388888888888888,0.7522365324183364
measurement-optimal,MCF7_Phase_H4_1_02d04h00m_2.tif,0.3271721474814176,188,120,164,0.5696969696969697,0.7637484384561528
connected components,MCF7_Phase_H4_1_02d04h00m_2.tif,0.3271721474814176,6,23,346,0.031496062992125984,0.8480563731433093
detection-optimal,Huh7_Phase_A12_1_02d08h00m_1.tif,0.33011470211429284,64,43,25,0.6530612244897959,0.7339461808695233
balanced,Huh7_Phase_A12_1_02d08h00m_1.tif,0.33011470211429284,54,31,35,0.6206896551724138,0.7339876508962037
measurement-optimal,Huh7_Phase_A12_1_02d08h00m_1.tif,0.33011470211429284,31,14,58,0.4626865671641791,0.8125316779182647
connected components,Huh7_Phase_A12_1_02d08h00m_1.tif,0.33011470211429284,13,15,76,0.2222222222222222,0.7695128671899312
detection-optimal,SKOV3_Phase_F4_2_00d12h00m_3.tif,0.3342511242078122,48,93,28,0.4423963133640553,0.7532280277885769
balanced,SKOV3_Phase_F4_2_00d12h00m_3.tif,0.3342511242078122,51,51,25,0.5730337078651685,0.7530708493451468
measurement-optimal,SKOV3_Phase_F4_2_00d12h00m_3.tif,0.3342511242078122,41,27,35,0.5694444444444444,0.7860044670255905
connected components,SKOV3_Phase_F4_2_00d12h00m_3.tif,0.3342511242078122,12,13,64,0.2376237623762376,0.8242706169423802
detection-optimal,BT474_Phase_D3_2_04d16h00m_1.tif,0.3384119685587869,204,128,117,0.6248085758039816,0.7275621940366779
balanced,BT474_Phase_D3_2_04d16h00m_1.tif,0.3384119685587869,130,87,191,0.483271375464684,0.7243647575739665
measurement-optimal,BT474_Phase_D3_2_04d16h00m_1.tif,0.3384119685587869,75,60,246,0.32894736842105265,0.7452103972272304
connected components,BT474_Phase_D3_2_04d16h00m_1.tif,0.3384119685587869,4,29,317,0.022598870056497175,0.790434561480391
detection-optimal,MCF7_Phase_H4_1_01d12h00m_4.tif,0.3423966313374308,304,92,93,0.7667087011349306,0.7596495152645024
balanced,MCF7_Phase_H4_1_01d12h00m_4.tif,0.3423966313374308,271,59,126,0.7455295735900963,0.7662605915008834
measurement-optimal,MCF7_Phase_H4_1_01d12h00m_4.tif,0.3423966313374308,203,55,194,0.6198473282442748,0.763350176922374
connected components,MCF7_Phase_H4_1_01d12h00m_4.tif,0.3423966313374308,8,32,389,0.036613272311212815,0.8094139853807779
detection-optimal,BT474_Phase_D3_1_03d16h00m_1.tif,0.34618983405266135,151,85,62,0.6726057906458798,0.724305160609304
balanced,BT474_Phase_D3_1_03d16h00m_1.tif,0.34618983405266135,104,51,109,0.5652173913043478,0.7513306086131029
measurement-optimal,BT474_Phase_D3_1_03d16h00m_1.tif,0.34618983405266135,68,28,145,0.4401294498381877,0.764896696955124
connected components,BT474_Phase_D3_1_03d16h00m_1.tif,0.34618983405266135,14,24,199,0.11155378486055777,0.7479062531412948
detection-optimal,BT474_Phase_D3_1_04d04h00m_2.tif,0.35446354348775805,192,91,113,0.6530612244897959,0.7231939335570705
balanced,BT474_Phase_D3_1_04d04h00m_2.tif,0.35446354348775805,122,68,183,0.49292929292929294,0.74149888270435
measurement-optimal,BT474_Phase_D3_1_04d04h00m_2.tif,0.35446354348775805,64,50,241,0.3054892601431981,0.7783144211154862
connected components,BT474_Phase_D3_1_04d04h00m_2.tif,0.35446354348775805,5,45,300,0.028169014084507043,0.7020834592228286
detection-optimal,SkBr3_Phase_G3_2_01d20h00m_4.tif,0.35836753441870717,296,20,36,0.9135802469135802,0.8539796037107952
balanced,SkBr3_Phase_G3_2_01d20h00m_4.tif,0.35836753441870717,289,19,43,0.903125,0.8549379433901455
measurement-optimal,SkBr3_Phase_G3_2_01d20h00m_4.tif,0.35836753441870717,272,18,60,0.8745980707395499,0.8593510777235953
connected components,SkBr3_Phase_G3_2_01d20h00m_4.tif,0.35836753441870717,42,37,290,0.20437956204379562,0.777526935496177
detection-optimal,MCF7_Phase_H4_2_02d04h00m_3.tif,0.36353467411494456,299,143,124,0.6913294797687861,0.7003257331090086
balanced,MCF7_Phase_H4_2_02d04h00m_3.tif,0.36353467411494456,248,111,175,0.6342710997442456,0.7070644214593582
measurement-optimal,MCF7_Phase_H4_2_02d04h00m_3.tif,0.36353467411494456,170,84,253,0.5022156573116692,0.7136010975117885
connected components,MCF7_Phase_H4_2_02d04h00m_3.tif,0.36353467411494456,3,29,420,0.013186813186813187,0.9097389113234184
detection-optimal,SHSY5Y_Phase_A10_2_02d04h00m_1.tif,0.3670018823754459,201,228,118,0.5374331550802139,0.6910989005053669
balanced,SHSY5Y_Phase_A10_2_02d04h00m_1.tif,0.3670018823754459,194,161,125,0.5756676557863502,0.700907513886524
measurement-optimal,SHSY5Y_Phase_A10_2_02d04h00m_1.tif,0.3670018823754459,139,105,180,0.4937833037300178,0.6958937389176691
connected components,SHSY5Y_Phase_A10_2_02d04h00m_1.tif,0.3670018823754459,6,102,313,0.02810304449648712,0.7728432842263877
detection-optimal,BT474_Phase_D3_1_03d04h00m_2.tif,0.3745985835063418,179,77,124,0.6404293381037567,0.7467058648970522
balanced,BT474_Phase_D3_1_03d04h00m_2.tif,0.3745985835063418,133,57,170,0.539553752535497,0.7529749888314852
measurement-optimal,BT474_Phase_D3_1_03d04h00m_2.tif,0.3745985835063418,74,41,229,0.35406698564593303,0.7536195562141448
connected components,BT474_Phase_D3_1_03d04h00m_2.tif,0.3745985835063418,12,41,291,0.06741573033707865,0.727796637171679
detection-optimal,SHSY5Y_Phase_A10_2_01d20h00m_2.tif,0.3784645772781993,248,143,274,0.5432639649507119,0.674881273877092
balanced,SHSY5Y_Phase_A10_2_01d20h00m_2.tif,0.3784645772781993,211,126,311,0.4912689173457509,0.6764001421340741
measurement-optimal,SHSY5Y_Phase_A10_2_01d20h00m_2.tif,0.3784645772781993,118,116,404,0.31216931216931215,0.6839022143045883
connected components,SHSY5Y_Phase_A10_2_01d20h00m_2.tif,0.3784645772781993,4,56,518,0.013745704467353952,0.7940218367488227
detection-optimal,SKOV3_Phase_F4_2_01d04h00m_4.tif,0.38646407738746497,53,113,29,0.4274193548387097,0.6898690299336802
balanced,SKOV3_Phase_F4_2_01d04h00m_4.tif,0.38646407738746497,58,70,24,0.5523809523809524,0.6950352035400158
measurement-optimal,SKOV3_Phase_F4_2_01d04h00m_4.tif,0.38646407738746497,62,41,20,0.6702702702702703,0.725810650960806
connected components,SKOV3_Phase_F4_2_01d04h00m_4.tif,0.38646407738746497,4,13,78,0.08080808080808081,0.7442038736123626
detection-optimal,BV2_Phase_A4_1_02d08h00m_4.tif,0.3919697257429994,829,158,193,0.8252862120457939,0.8274367759316862
balanced,BV2_Phase_A4_1_02d08h00m_4.tif,0.3919697257429994,793,138,229,0.8120839733742959,0.8275276018795883
measurement-optimal,BV2_Phase_A4_1_02d08h00m_4.tif,0.3919697257429994,593,162,429,0.6674169949352842,0.8402687088698351
connected components,BV2_Phase_A4_1_02d08h00m_4.tif,0.3919697257429994,26,89,996,0.04573438874230431,0.8314831921937229
detection-optimal,SkBr3_Phase_G3_2_02d00h00m_2.tif,0.39469046738417335,314,45,20,0.9062049062049062,0.8472627827445602
balanced,SkBr3_Phase_G3_2_02d00h00m_2.tif,0.39469046738417335,307,38,27,0.9042709867452136,0.8498822414995094
measurement-optimal,SkBr3_Phase_G3_2_02d00h00m_2.tif,0.39469046738417335,292,20,42,0.9040247678018576,0.8578512931330388
connected components,SkBr3_Phase_G3_2_02d00h00m_2.tif,0.39469046738417335,36,33,298,0.17866004962779156,0.8045912946982793
detection-optimal,SKOV3_Phase_F4_1_01d08h00m_4.tif,0.399681734183782,66,86,32,0.528,0.7620253337033946
balanced,SKOV3_Phase_F4_1_01d08h00m_4.tif,0.399681734183782,64,52,34,0.5981308411214953,0.7695828244741642
measurement-optimal,SKOV3_Phase_F4_1_01d08h00m_4.tif,0.399681734183782,60,24,38,0.6593406593406593,0.7969022925099191
connected components,SKOV3_Phase_F4_1_01d08h00m_4.tif,0.399681734183782,7,8,91,0.12389380530973451,0.8194973635054014
detection-optimal,Huh7_Phase_A12_1_03d16h00m_1.tif,0.4044489066597377,63,84,48,0.4883720930232558,0.7389293062804513
balanced,Huh7_Phase_A12_1_03d16h00m_1.tif,0.4044489066597377,50,42,61,0.49261083743842365,0.7438462019557756
measurement-optimal,Huh7_Phase_A12_1_03d16h00m_1.tif,0.4044489066597377,38,20,73,0.44970414201183434,0.7708601324863539
connected components,Huh7_Phase_A12_1_03d16h00m_1.tif,0.4044489066597377,7,17,104,0.1037037037037037,0.8433657364511371
detection-optimal,MCF7_Phase_H4_2_02d04h00m_1.tif,0.413338443373039,403,102,162,0.7532710280373832,0.7627167551631607
balanced,MCF7_Phase_H4_2_02d04h00m_1.tif,0.413338443373039,342,88,223,0.6874371859296482,0.7651050074267136
measurement-optimal,MCF7_Phase_H4_2_02d04h00m_1.tif,0.413338443373039,209,87,356,0.48548199767711964,0.7806828030179929
connected components,MCF7_Phase_H4_2_02d04h00m_1.tif,0.413338443373039,5,19,560,0.01697792869269949,0.7330510201707436
detection-optimal,SKOV3_Phase_F4_1_00d20h00m_3.tif,0.41587856438483767,55,97,27,0.4700854700854701,0.78346044701904
balanced,SKOV3_Phase_F4_1_00d20h00m_3.tif,0.41587856438483767,58,66,24,0.5631067961165048,0.78095936211898
measurement-optimal,SKOV3_Phase_F4_1_00d20h00m_3.tif,0.41587856438483767,57,20,25,0.7169811320754716,0.79255211488461
connected components,SKOV3_Phase_F4_1_00d20h00m_3.tif,0.41587856438483767,12,14,70,0.2222222222222222,0.8034774324242361
detection-optimal,Huh7_Phase_A12_1_03d12h00m_1.tif,0.4240123363745661,55,76,23,0.5263157894736842,0.7673199972726696
balanced,Huh7_Phase_A12_1_03d12h00m_1.tif,0.4240123363745661,45,37,33,0.5625,0.7789005888952213
measurement-optimal,Huh7_Phase_A12_1_03d12h00m_1.tif,0.4240123363745661,30,21,48,0.46511627906976744,0.794995476710559
connected components,Huh7_Phase_A12_1_03d12h00m_1.tif,0.4240123363745661,10,14,68,0.19607843137254902,0.8148462592990846
detection-optimal,A172_Phase_C7_1_01d00h00m_2.tif,0.43154772877512904,114,72,36,0.6785714285714286,0.7092391270852605
balanced,A172_Phase_C7_1_01d00h00m_2.tif,0.43154772877512904,92,41,58,0.6501766784452296,0.7213144355609616
measurement-optimal,A172_Phase_C7_1_01d00h00m_2.tif,0.43154772877512904,87,20,63,0.6770428015564203,0.7335295516256998
connected components,A172_Phase_C7_1_01d00h00m_2.tif,0.43154772877512904,4,17,146,0.04678362573099415,0.805155101227262
detection-optimal,MCF7_Phase_H4_2_02d04h00m_4.tif,0.4364957794744292,402,244,124,0.6860068259385665,0.6894063346681305
balanced,MCF7_Phase_H4_2_02d04h00m_4.tif,0.4364957794744292,349,195,177,0.6523364485981309,0.693283264187753
measurement-optimal,MCF7_Phase_H4_2_02d04h00m_4.tif,0.4364957794744292,247,140,279,0.5410733844468785,0.700917922577527
connected components,MCF7_Phase_H4_2_02d04h00m_4.tif,0.4364957794744292,3,38,523,0.010582010582010581,0.7101592356250171
detection-optimal,SkBr3_Phase_G3_2_02d12h00m_2.tif,0.44170379821349753,358,61,42,0.8742368742368742,0.8341320521995949
balanced,SkBr3_Phase_G3_2_02d12h00m_2.tif,0.44170379821349753,348,55,52,0.8667496886674969,0.8356446179464857
measurement-optimal,SkBr3_Phase_G3_2_02d12h00m_2.tif,0.44170379821349753,324,40,76,0.8481675392670157,0.8386127756185813
connected components,SkBr3_Phase_G3_2_02d12h00m_2.tif,0.44170379821349753,39,22,361,0.16919739696312364,0.7602918514238204
detection-optimal,SKOV3_Phase_E4_1_01d00h00m_4.tif,0.4465856183074776,55,79,21,0.5238095238095238,0.7558871155047974
balanced,SKOV3_Phase_E4_1_01d00h00m_4.tif,0.4465856183074776,61,46,15,0.6666666666666666,0.7690268286949486
measurement-optimal,SKOV3_Phase_E4_1_01d00h00m_4.tif,0.4465856183074776,58,16,18,0.7733333333333333,0.8054502810869172
connected components,SKOV3_Phase_E4_1_01d00h00m_4.tif,0.4465856183074776,10,11,66,0.20618556701030927,0.8264537433426884
detection-optimal,SkBr3_Phase_G3_1_02d08h00m_4.tif,0.45422548049605976,376,37,24,0.9249692496924969,0.8732934553948583
balanced,SkBr3_Phase_G3_1_02d08h00m_4.tif,0.45422548049605976,365,31,35,0.9170854271356784,0.8713529914351242
measurement-optimal,SkBr3_Phase_G3_1_02d08h00m_4.tif,0.45422548049605976,339,25,61,0.887434554973822,0.8729359125949416
connected components,SkBr3_Phase_G3_1_02d08h00m_4.tif,0.45422548049605976,32,25,368,0.1400437636761488,0.7810132925692959
detection-optimal,SkBr3_Phase_G3_2_02d16h00m_2.tif,0.4600719540810675,380,58,45,0.880648899188876,0.8405201515269872
balanced,SkBr3_Phase_G3_2_02d16h00m_2.tif,0.4600719540810675,372,52,53,0.8763250883392226,0.840683254837839
measurement-optimal,SkBr3_Phase_G3_2_02d16h00m_2.tif,0.4600719540810675,347,35,78,0.8599752168525403,0.8451340037402564
connected components,SkBr3_Phase_G3_2_02d16h00m_2.tif,0.4600719540810675,37,38,388,0.148,0.785105417579281
detection-optimal,SkBr3_Phase_G3_2_02d16h00m_4.tif,0.46839622896635746,362,58,45,0.875453446191052,0.8460751385805251
balanced,SkBr3_Phase_G3_2_02d16h00m_4.tif,0.46839622896635746,356,43,51,0.8833746898263027,0.8477723335845045
measurement-optimal,SkBr3_Phase_G3_2_02d16h00m_4.tif,0.46839622896635746,322,35,85,0.8429319371727748,0.8520657900056033
connected components,SkBr3_Phase_G3_2_02d16h00m_4.tif,0.46839622896635746,21,36,386,0.09051724137931035,0.740974335525677
detection-optimal,SHSY5Y_Phase_A10_1_02d00h00m_4.tif,0.4747732115931078,269,238,225,0.5374625374625375,0.6717155750506825
balanced,SHSY5Y_Phase_A10_1_02d00h00m_4.tif,0.4747732115931078,247,172,247,0.5410733844468785,0.675163054412248
measurement-optimal,SHSY5Y_Phase_A10_1_02d00h00m_4.tif,0.4747732115931078,178,130,316,0.44389027431421446,0.6763999030228826
connected components,SHSY5Y_Phase_A10_1_02d00h00m_4.tif,0.4747732115931078,6,91,488,0.02030456852791878,0.7345568724068344
detection-optimal,SKOV3_Phase_F4_1_00d08h00m_2.tif,0.47724969610468027,54,103,31,0.4462809917355372,0.7359327992252465
balanced,SKOV3_Phase_F4_1_00d08h00m_2.tif,0.47724969610468027,56,65,29,0.5436893203883495,0.7661698835402156
measurement-optimal,SKOV3_Phase_F4_1_00d08h00m_2.tif,0.47724969610468027,57,29,28,0.6666666666666666,0.7983698448249866
connected components,SKOV3_Phase_F4_1_00d08h00m_2.tif,0.47724969610468027,11,8,74,0.21153846153846154,0.8335012861298331
detection-optimal,MCF7_Phase_H4_2_02d12h00m_3.tif,0.4800029888275809,430,128,210,0.7178631051752922,0.7534876413105838
balanced,MCF7_Phase_H4_2_02d12h00m_3.tif,0.4800029888275809,359,120,281,0.6416443252904379,0.7620878653549381
measurement-optimal,MCF7_Phase_H4_2_02d12h00m_3.tif,0.4800029888275809,227,99,413,0.4699792960662526,0.7822769448894726
connected components,MCF7_Phase_H4_2_02d12h00m_3.tif,0.4800029888275809,4,17,636,0.012102874432677761,0.7271185808754538
detection-optimal,BV2_Phase_A4_2_02d04h00m_1.tif,0.48398587330638027,819,148,566,0.6964285714285714,0.8235898109537925
balanced,BV2_Phase_A4_2_02d04h00m_1.tif,0.48398587330638027,765,146,620,0.6663763066202091,0.8300197929686406
measurement-optimal,BV2_Phase_A4_2_02d04h00m_1.tif,0.48398587330638027,569,176,816,0.5342723004694836,0.837422840639981
connected components,BV2_Phase_A4_2_02d04h00m_1.tif,0.48398587330638027,27,76,1358,0.036290322580645164,0.8098802942085425
detection-optimal,SkBr3_Phase_G3_1_02d20h00m_4.tif,0.48855065217985205,404,79,60,0.853220696937698,0.8029136040543229
balanced,SkBr3_Phase_G3_1_02d20h00m_4.tif,0.48855065217985205,392,64,72,0.8521739130434782,0.802430894727211
measurement-optimal,SkBr3_Phase_G3_1_02d20h00m_4.tif,0.48855065217985205,371,42,93,0.8460661345496009,0.8050868125509669
connected components,SkBr3_Phase_G3_1_02d20h00m_4.tif,0.48855065217985205,21,34,443,0.08092485549132948,0.8266232165847613
detection-optimal,SkBr3_Phase_G3_1_03d00h00m_3.tif,0.49605373907341455,354,51,52,0.872996300863132,0.8679222352766351
balanced,SkBr3_Phase_G3_1_03d00h00m_3.tif,0.49605373907341455,345,34,61,0.8789808917197452,0.8691445529103966
measurement-optimal,SkBr3_Phase_G3_1_03d00h00m_3.tif,0.49605373907341455,325,20,81,0.8655126498002663,0.864690787671285
connected components,SkBr3_Phase_G3_1_03d00h00m_3.tif,0.49605373907341455,26,25,380,0.1137855579868709,0.7963925728674615
detection-optimal,SkBr3_Phase_G3_2_02d16h00m_1.tif,0.4994222103092321,426,76,75,0.8494516450648056,0.8450207595776972
balanced,SkBr3_Phase_G3_2_02d16h00m_1.tif,0.4994222103092321,418,64,83,0.8504577822990844,0.8460726109481279
measurement-optimal,SkBr3_Phase_G3_2_02d16h00m_1.tif,0.4994222103092321,394,31,107,0.8509719222462203,0.8482152300268168
connected components,SkBr3_Phase_G3_2_02d16h00m_1.tif,0.4994222103092321,22,28,479,0.07985480943738657,0.8204275506145374
detection-optimal,SkBr3_Phase_G3_2_02d12h00m_3.tif,0.5048875575011075,457,36,47,0.9167502507522568,0.8550392543159935
balanced,SkBr3_Phase_G3_2_02d12h00m_3.tif,0.5048875575011075,447,33,57,0.9085365853658537,0.854000295948454
measurement-optimal,SkBr3_Phase_G3_2_02d12h00m_3.tif,0.5048875575011075,421,26,83,0.8853838065194533,0.8501930071941615
connected components,SkBr3_Phase_G3_2_02d12h00m_3.tif,0.5048875575011075,44,30,460,0.1522491349480969,0.7700668365053246
detection-optimal,MCF7_Phase_H4_2_02d08h00m_4.tif,0.5124580397727344,489,197,477,0.5920096852300242,0.7373208877917475
balanced,MCF7_Phase_H4_2_02d08h00m_4.tif,0.5124580397727344,395,173,571,0.5149934810951761,0.7433243499758782
measurement-optimal,MCF7_Phase_H4_2_02d08h00m_4.tif,0.5124580397727344,248,145,718,0.36497424576894777,0.7500538238256802
